FECHA_CORTE,DEPENDENCIA,ACTIVIDAD,FTE_FTO,TIPO_INGRESO,META,PROHIBIDA,TIPO_GASTO,RUBRO,PARTIDA_GASTO,NOMBRE,PIM,CERTIFICADO,EJECUCION
20230525,DDE,SEGUIMIENTO Y EVALUACION DEL PROGRAMA,DyT,KFW,257,PLANILLA,CAS,CAS,2.3.2.8.1.2,CONTRIBUCIONES A ESSALUD DE C.A.S.,"11,227.00","11,227.00","3,408.16"
20230525,DGANP,GESTION DEL PROGRAMA,DyT,KFW,45,PLANILLA,CAS,CAS,2.3.2.8.1.2,CONTRIBUCIONES A ESSALUD DE C.A.S.,0.00,0.00,0.00
20230525,JEFATURA,CONDUCCION Y ORIENTACION SUPERIOR,RO,SERNANP,211,PLANILLA,D.L. 728,D.L. 728,2.1.1.1.1.4,PERSONAL CON CONTRATO A PLAZO INDETERMINADO (REGIMEN LABORAL PRIVADO),"26,711.00","26,711.00","11,268.05"
20230525,JEFATURA,CONDUCCION Y ORIENTACION SUPERIOR,RO,SERNANP,211,EST?NDAR,GO,ASEO Y LIMPIEZA,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",72.00,70.29,70.29
20230525,OA,GESTION ADMINISTRATIVA,RO,SERNANP,215,PROH. MANT,GO,PROH. MANT INFR.,2.3.1.11.1.3,PARA MOBILIARIO Y SIMILARES,460.00,460.00,460.00
20230525,OA - RRHH,GESTION ADMINISTRATIVA,RO,SERNANP,214,EST?NDAR,GO,VESTUARIO,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","1,050.00","1,050.00","1,050.00"
20230525,OCI,ACCIONES DE CONTROL Y AUDITORIA,RO,SERNANP,217,PLANILLA,CAS,CAS,2.3.2.8.1.1,CONTRATO ADMINISTRATIVO DE SERVICIOS,"389,714.00","389,714.00","101,911.83"
20230525,PN ALTO PURUS,INSTRUMENTOS DE PLANIFICACION Y DESARROLLO EN AREAS NATURALES PROTEGIDAS ELABORADOS,DyT,PdP,308,PROH. SERV. VARIOS,GO,PROH. SERV.  PUBLIC/PERS NAT. Y JUR.,2.3.2.7.11.99,SERVICIOS DIVERSOS,"4,775.00","4,775.00",0.00
20230525,PN BAHUAJA SONENE,OPERACIONES DE SOPORTE LOGISTICO PARA LA INTERDICCION DE LA MINERIA ILEGAL,RO,SERNANP,208,PROH. MANT,GO,PROH. MANT VEH.,2.3.2.4.5.1,DE VEHICULOS,"2,000.00",0.00,0.00
20230525,PN TINGO MARIA,OPERACION Y MANTENIMIENTO DE INFRAESTRUCTURA,DyT,PdP,333,PROH. MANT,GO,PROH. MANT VEH.,2.3.2.4.5.1,DE VEHICULOS,"3,500.00","1,430.00","1,430.00"
20230525,PN YAGUAS,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,DyT,PdP,142,EST?NDAR,GO,MOV. LOCAL,2.3.2.1.2.99,OTROS GASTOS,750.00,750.00,600.00
20230525,PN YANACHAGA CHEMILLEN,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,150,PLANILLA,CAS,CAS,2.3.2.8.1.2,CONTRIBUCIONES A ESSALUD DE C.A.S.,"28,024.00","28,024.00","12,149.07"
20230525,RC AIRO PAI,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,DyT,KFW,139,EQUIPAMIENTO,EQUIPAMIENTO,EQUIPAMIENTO,2.6.3.2.3.1,EQUIPOS COMPUTACIONALES Y PERIFERICOS,"8,000.00",0.00,0.00
20230525,RC HUIMEKI,OTORGAMIENTO Y RENOVACION DE DERECHOS PARA EL APROVECHAMIENTO DE RECURSOS RENOVABLES EN AREAS NATURALES PROTEGIDAS,DyT,KFW,404,EST?NDAR,GO,BOLETOS / ADQ. BIENES IMPR.,2.3.1.99.1.3,"LIBROS, DIARIOS, REVISTAS Y OTROS BIENES IMPRESOS NO VINCULADOS A ENSE?ANZA","4,000.00","4,000.00",0.00
20230525,RC PURUS,GESTION DEL PROGRAMA,RO,SERNANP,85,PROHIBIDA SERV BAS,GO,PROH. SERV. BASICO,2.3.2.2.1.2,SERVICIO DE AGUA Y DESAGUE,510.00,0.00,0.00
20230525,RN CALIPUY,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,125,EST?NDAR,GO,COMBUSTIBLE,2.3.1.3.1.1,COMBUSTIBLES Y CARBURANTES,"13,613.00","6,509.00","5,425.00"
20230525,RN CALIPUY,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,125,EST?NDAR,GO,GO,2.3.1.5.3.2,"DE COCINA, COMEDOR Y CAFETERIA","1,600.00","1,600.00","1,598.60"
20230525,RN TAMBOPATA,GESTION DEL PROGRAMA,RO,SERNANP,67,PLANILLA,CAS,CAS,2.3.2.8.1.1,CONTRATO ADMINISTRATIVO DE SERVICIOS,"477,015.00","477,015.00","210,030.45"
20230525,SN AMPAY,GESTION DEL PROGRAMA,RO,SERNANP,10,EST?NDAR,GO,SERV. LOC. ADM.,2.3.2.9.1.1,LOCACI?N DE SERVICIOS REALIZADOS POR PERSONAS NATURALES RELACIONADAS AL ROL DE LA ENTIDAD,"33,600.00","16,800.00","11,088.00"
20230525,ZR CHANCAY BA?OS,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,110,EST?NDAR,GO,GO,2.3.1.99.1.99,OTROS BIENES,120.00,120.00,105.00
20230525,BP ALTO MAYO,GESTION DEL PROGRAMA,RO,SERNANP,78,EST?NDAR,GO,SOAT,2.3.2.6.3.3,SEGURO OBLIGATORIO ACCIDENTES DE TRANSITO (SOAT),"2,700.00","1,050.00","1,050.00"
20230525,BP PUI PUI,OPERACION Y MANTENIMIENTO DE INFRAESTRUCTURA,DyT,PdP,301,EST?NDAR,GO,GO,2.3.1.99.1.99,OTROS BIENES,300.00,300.00,294.00
20230525,OA - UNIDADES OPERATIVAS,GESTION DEL PROGRAMA,DyT,PdP,50,EST?NDAR,GO,ALIMENTOS,2.3.1.1.1.1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,500.00,500.00,399.90
20230525,PN SIERRA DEL DIVISOR,SEGUIMIENTO Y EVALUACION DEL PROGRAMA,DyT,PdP,328,EST?NDAR,GO,GO,2.3.1.5.2.1,"AGROPECUARIO, GANADERO Y DE JARDINERIA",640.00,640.00,640.00
20230525,RC AIRO PAI,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,139,PLANILLA,CAS,CAS,2.3.2.8.1.4,AGUINALDOS DE C.A.S.,"1,800.00","1,800.00",0.00
20230525,RC AMARAKAERI,GESTION DEL PROGRAMA,RO,SERNANP,69,EST?NDAR,GO,ASEO Y LIMPIEZA,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR","3,330.00","2,220.00","2,220.00"
20230525,RC ASHANINKA,INSTRUMENTOS DE PLANIFICACION Y DESARROLLO EN AREAS NATURALES PROTEGIDAS ELABORADOS,DyT,PdP,345,EST?NDAR,GO,ALIMENTOS,2.3.1.1.1.1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,"9,000.00","4,700.00","4,700.00"
20230525,RN ALLPAHUAYO MISHANA,OTORGAMIENTO Y RENOVACION DE DERECHOS PARA EL APROVECHAMIENTO DE RECURSOS RENOVABLES EN AREAS NATURALES PROTEGIDAS,DyT,KFW,407,EST?NDAR,GO,GO,2.3.1.7.1.1,ENSERES,"5,000.00","5,000.00","3,750.00"
20230525,RN JUNIN,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,121,EST?NDAR,GO,COMBUSTIBLE,2.3.1.3.1.1,COMBUSTIBLES Y CARBURANTES,"8,895.00","4,255.00","3,405.00"
20230525,RN MATSES,OTORGAMIENTO Y RENOVACION DE DERECHOS PARA EL APROVECHAMIENTO DE RECURSOS RENOVABLES EN AREAS NATURALES PROTEGIDAS,DyT,KFW,172,PROHIBIDA SERV BAS,GO,PROH. SERV. BASICO,2.3.2.2.1.1,SERVICIO DE SUMINISTRO DE ENERGIA ELECTRICA,"4,400.00","2,000.00","1,134.50"
20230525,RN PACAYA SAMIRIA,OTORGAMIENTO Y RENOVACION DE DERECHOS PARA EL APROVECHAMIENTO DE RECURSOS RENOVABLES EN AREAS NATURALES PROTEGIDAS,DyT,KFW,171,PROHIBIDA SERV BAS,GO,PROH. SERV. BASICO,2.3.2.2.2.3,SERVICIO DE INTERNET,"21,600.00","17,000.00","14,450.00"
20230525,RN PACAYA SAMIRIA,SEGUIMIENTO Y EVALUACION DEL PROGRAMA,DyT,FIDEICOMISO,414,EST?NDAR,GO,ALIMENTOS,2.3.1.1.1.1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,"2,350.00","2,350.00","1,740.00"
20230525,RP SUB CUENCA DEL COTAHUASI,ELABORACION DE MAPAS DE ACTIVIDAD MINERA ILEGAL,RO,SERNANP,193,EST?NDAR,GO,COMBUSTIBLE,2.3.1.3.1.1,COMBUSTIBLES Y CARBURANTES,"4,800.00","1,200.00","1,200.00"
20230525,RVS BOSQUES NUBLADOS DE UDIMA,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,109,EST?NDAR,GO,COMBUSTIBLE,2.3.1.3.1.1,COMBUSTIBLES Y CARBURANTES,"27,166.00","12,399.00","10,315.00"
20230525,RVS LAQUIPAMPA,GESTION DEL PROGRAMA,RO,SERNANP,37,PROHIBIDA SERV BAS,GO,PROH. SERV. BASICO,2.3.2.2.1.2,SERVICIO DE AGUA Y DESAGUE,480.00,240.00,40.00
20230525,SH BOSQUE DE POMAC,OPERACION Y MANTENIMIENTO DE INFRAESTRUCTURA,RO,DS N? 025-2023-EF.,455,PROH. SERV. VARIOS,GO,PROH. SERV.  PUBLIC/PERS NAT. Y JUR.,2.3.2.7.11.99,SERVICIOS DIVERSOS,"123,000.00",0.00,0.00
20230525,SH BOSQUE DE POMAC,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,127,EST?NDAR,GO,ALIMENTOS,2.3.1.1.1.1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,"25,200.00","12,600.00","10,500.00"
20230525,SH MACHUPICCHU,GESTION DEL PROGRAMA,RO,SERNANP,24,OTROS GASTOS,OTROS GASTOS,OTROS GASTOS,2.5.4.1.2.1,DERECHOS ADMINISTRATIVOS,400.00,200.00,80.00
20230525,SH MACHUPICCHU,IMPLEMENTACION DE BRIGADAS PARA LA ATENCION FRENTE A EMERGENCIAS Y DESASTRES,RO,SERNANP,186,EST?NDAR,GO,VESTUARIO,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","16,000.00","4,000.00","4,000.00"
20230525,SN AMPAY,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,99,PLANILLA,CAS,CAS,2.3.2.8.1.2,CONTRIBUCIONES A ESSALUD DE C.A.S.,"8,256.00","8,256.00","3,772.60"
20230525,SN CALIPUY,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,124,PROH. MANT,GO,PROH. MANT INFR.,2.3.2.4.7.1,DE MAQUINARIAS Y EQUIPOS,91.00,91.00,0.00
20230525,SN LAGUNAS DE MEJIA,OPERACION Y MANTENIMIENTO DE INFRAESTRUCTURA,RO,SERNANP,272,EST?NDAR,GO,GO,2.3.2.5.1.2,DE VEHICULOS,"5,000.00",0.00,0.00
20230525,SN LAGUNAS DE MEJIA,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,102,PROH. MANT,GO,PROH. MANT VEH.,2.3.1.6.1.1,DE VEHICULOS,500.00,480.00,480.00
20230525,BP PUI PUI,DESARROLLO DE ESPACIOS PARTICIPATIVOS PARA LA CONSERVACION DE LOS RECURSOS NATURALES,DyT,PdP,303,EST?NDAR,GO,MOV. LOCAL,2.3.2.1.2.99,OTROS GASTOS,850.00,700.00,200.00
20230525,DGANP - UOF UGA,EVALUACION AMBIENTAL PARA LA CONSERVACION DE LAS AREAS NATURALES PROTEGIDAS,DyT,KFW,88,EST?NDAR,GO,VIATICOS,2.3.2.1.2.2,VIATICOS Y ASIGNACIONES POR COMISION DE SERVICIO,"25,500.00","19,350.00","4,900.00"
20230525,OA - UNIDADES OPERATIVAS,GESTION DEL PROGRAMA,DyT,PdP,50,EST?NDAR,GO,PASAJES,2.3.2.1.2.1,PASAJES Y GASTOS DE TRANSPORTE,"2,920.00","2,920.00","1,724.00"
20230525,OA -UOF EJECUCION DE INVERSIONES,"\"DNPP 2172424 \"\"MEJORAMIENTO DEL SERVICIO DE GESTION EN LAS SEDES ADMINISTRATIVAS DE LAS ANP SANTUARIO HISTORICO MACHUPICCHU, PARQUE NACIONAL MANU Y SUBSEDE ADMINISTRATIVA ENLACE TERRITORIAL SUR ASOCIACION PRO VIVIENDA INGENIEROS LARAPA GRANDE, PROVINCIA DE CUSCO\"",RO,SERNANP,1,PROYECTOS,PROYECTOS,PROYECTOS,2.6.7.1.4.2,GASTOS POR LA COMPRA DE BIENES,"16,500.00",0.00,0.00
20230525,PN BAHUAJA SONENE,GESTION DEL PROGRAMA,RO,SERNANP,77,PROH. SERV. VARIOS,GO,PROH. SERV.  PUBLIC/PERS NAT. Y JUR.,2.3.2.7.11.99,SERVICIOS DIVERSOS,"7,850.00","2,100.00","1,750.00"
20230525,PN BAHUAJA SONENE,INSTRUMENTOS DE PLANIFICACION Y DESARROLLO EN AREAS NATURALES PROTEGIDAS ELABORADOS,DyT,PdP,311,EST?NDAR,GO,ALIMENTOS,2.3.1.1.1.1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,"2,000.00","2,000.00",0.00
20230525,PN CUTERVO,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,107,PLANILLA,CAS,CAS,2.3.2.8.1.2,CONTRIBUCIONES A ESSALUD DE C.A.S.,"20,528.00","20,528.00","9,284.90"
20230525,PN RIO ABISEO,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,158,EST?NDAR,GO,GO,2.3.1.5.4.1,"ELECTRICIDAD, ILUMINACION Y ELECTRONICA","4,502.00","4,502.00","4,502.00"
20230525,PN SIERRA DEL DIVISOR,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,144,PLANILLA,CAS,CAS,2.3.2.8.1.1,CONTRATO ADMINISTRATIVO DE SERVICIOS,"254,587.00","254,587.00","88,548.55"
20230525,PN TINGO MARIA,GESTION DEL PROGRAMA,RO,SERNANP,25,PROHIBIDA SERV BAS,GO,PROH. SERV. BASICO,2.3.2.2.1.2,SERVICIO DE AGUA Y DESAGUE,536.00,150.00,125.00
20230525,PN YANACHAGA CHEMILLEN,GESTION DEL PROGRAMA,RO,SERNANP,71,EST?NDAR,GO,MOV. LOCAL,2.3.2.1.2.99,OTROS GASTOS,450.00,250.00,200.00
20230525,RC HUIMEKI,SEGUIMIENTO Y EVALUACION DEL PROGRAMA,DyT,PdP,353,EST?NDAR,GO,VESTUARIO,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","1,830.00","1,823.00","1,823.00"
20230525,RC MACHIGUENGA,GESTION DEL PROGRAMA,RO,SERNANP,23,PLANILLA,CAS,CAS,2.3.2.8.1.4,AGUINALDOS DE C.A.S.,"2,400.00","2,400.00",0.00
20230525,RC PURUS,INSTRUMENTOS DE PLANIFICACION Y DESARROLLO EN AREAS NATURALES PROTEGIDAS ELABORADOS,DyT,PdP,358,EST?NDAR,GO,BOLETOS / ADQ. BIENES IMPR.,2.3.1.99.1.3,"LIBROS, DIARIOS, REVISTAS Y OTROS BIENES IMPRESOS NO VINCULADOS A ENSE?ANZA","6,000.00","6,000.00","6,000.00"
20230525,RC PURUS,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,165,PLANILLA,CAS,CAS,2.3.2.8.1.1,CONTRATO ADMINISTRATIVO DE SERVICIOS,"37,960.00","37,960.00","8,648.32"
20230525,RC YANESHA,SEGUIMIENTO Y EVALUACION DEL PROGRAMA,DyT,PdP,363,EST?NDAR,GO,GO,2.3.1.8.1.99,OTROS PRODUCTOS SIMILARES,100.00,100.00,100.00
20230525,RN ALLPAHUAYO MISHANA,OTORGAMIENTO Y RENOVACION DE DERECHOS PARA EL APROVECHAMIENTO DE RECURSOS RENOVABLES EN AREAS NATURALES PROTEGIDAS,DyT,KFW,407,EST?NDAR,GO,TALLERES,2.3.2.7.10.1,"SEMINARIOS ,TALLERES Y SIMILARES ORGANIZADOS POR LA  INSTITUCION","2,935.00","1,935.04",935.04
20230525,RN ILLESCAS,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,154,PLANILLA,CAS,CAS,2.3.2.8.1.4,AGUINALDOS DE C.A.S.,"1,200.00","1,200.00",0.00
20230525,RN PARACAS,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,DyT,CIMA,117,PLANILLA,CAS,CAS,2.3.2.8.1.2,CONTRIBUCIONES A ESSALUD DE C.A.S.,"4,590.00","4,590.00","1,767.80"
20230525,RN PUCACURO,INSTRUMENTOS DE PLANIFICACION Y DESARROLLO EN AREAS NATURALES PROTEGIDAS ELABORADOS,DyT,PdP,375,PROH. MANT,GO,PROH. MANT VEH.,2.3.1.6.1.1,DE VEHICULOS,"1,000.00",900.00,900.00
20230525,SH MACHUPICCHU,GESTION DEL PROGRAMA,RO,SERNANP,24,EST?NDAR,GO,SOAT,2.3.2.6.3.3,SEGURO OBLIGATORIO ACCIDENTES DE TRANSITO (SOAT),"2,000.00","1,020.00",300.00
20230525,ZR SANTIAGO COMAINA,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,94,PROH. MANT,GO,PROH. MANT VEH.,2.3.2.4.5.1,DE VEHICULOS,"2,972.00",0.00,0.00
20230525,DDE,GESTION DEL PROGRAMA,RO,SERNANP,48,EST?NDAR,GO,ADQ. TONERS/REPTOS Y ACCES. EQU OFIC.,2.3.1.5.1.1,REPUESTOS Y ACCESORIOS,0.00,0.00,0.00
20230525,DGANP,GESTION DEL PROGRAMA,RO,SERNANP,40,PLANILLA,D.L. 728,D.L. 728,2.1.1.9.2.1,COMPENSACION POR TIEMPO DE SERVICIOS (CTS),"24,017.00","24,017.00","12,062.03"
20230525,OA -UOF EJECUCION DE INVERSIONES,"DNPP 2461456 CONSTRUCCI?N DE EDIFICACION; EN EL(LA) ?MBITO DE CONTROL PUCACURO DE LA RESERVA NACIONAL PUCACURO DISTRITO DE TIGRE, PROVINCIA LORETO, DEPARTAMENTO LORETO",RO,DS N? 025-2023-EF.,465,IOARR,IOARR,IOARR,2.6.2.3.99.2,COSTO DE CONSTRUCCION POR CONTRATA,"445,434.00",0.00,0.00
20230525,PN GUEPPI - SEKIME,OPERACION Y MANTENIMIENTO DE INFRAESTRUCTURA,DyT,KFW,397,EQUIPAMIENTO,EQUIPAMIENTO,EQUIPAMIENTO,2.6.3.2.3.3,EQUIPOS DE TELECOMUNICACIONES,"18,500.00",0.00,0.00
20230525,PN OTISHI,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,122,EST?NDAR,GO,GASES,2.3.1.3.1.2,GASES,748.00,340.00,244.00
20230525,PN SIERRA DEL DIVISOR,INSTRUMENTOS DE PLANIFICACION Y DESARROLLO EN AREAS NATURALES PROTEGIDAS ELABORADOS,DyT,PdP,329,EST?NDAR,GO,LUBRICANTES,2.3.1.3.1.3,"LUBRICANTES, GRASAS Y AFINES",0.00,0.00,0.00
20230525,RC AIRO PAI,OTORGAMIENTO Y RENOVACION DE DERECHOS PARA EL APROVECHAMIENTO DE RECURSOS RENOVABLES EN AREAS NATURALES PROTEGIDAS,DyT,KFW,400,PROH. SERV. VARIOS,GO,PROH. SERV.  PUBLIC/PERS NAT. Y JUR.,2.3.2.7.11.99,SERVICIOS DIVERSOS,"9,700.00",600.00,600.00
20230525,RC AMARAKAERI,DEMARCACION FISICA DE LOS LIMITES DE LAS AREAS NATURALES PROTEGIDAS CON CATEGORIA DEFINITIVA,DyT,PdP,343,PROH. MANT,GO,PROH. MANT INFR.,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,150.00,150.00,150.00
20230525,RC CHAYU NAIN,GESTION DEL PROGRAMA,RO,SERNANP,3,PROHIBIDA SERV BAS,GO,PROH. SERV. BASICO,2.3.2.2.2.3,SERVICIO DE INTERNET,"3,960.00","1,800.00","1,500.00"
20230525,RC HUIMEKI,OTORGAMIENTO Y RENOVACION DE DERECHOS PARA EL APROVECHAMIENTO DEL RECURSO PAISAJE EN AREAS NATURALES PROTEGIDAS,DyT,KFW,411,PLANILLA,CAS,CAS,2.3.2.8.1.4,AGUINALDOS DE C.A.S.,0.00,0.00,0.00
20230525,RN JUNIN,IMPLEMENTACION DE BRIGADAS PARA LA ATENCION FRENTE A EMERGENCIAS Y DESASTRES,RO,SERNANP,188,PROH. MANT,GO,PROH. MANT VEH.,2.3.2.4.5.1,DE VEHICULOS,"1,200.00","1,200.00","1,200.00"
20230525,RN PACAYA SAMIRIA,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,141,EST?NDAR,GO,GASES,2.3.1.3.1.2,GASES,"5,752.00","2,856.00","2,380.00"
20230525,RN PUCACURO,DEMARCACION FISICA DE LOS LIMITES DE LAS AREAS NATURALES PROTEGIDAS CON CATEGORIA DEFINITIVA,DyT,PdP,374,PROH. MANT,GO,PROH. MANT INFR.,2.3.2.4.2.1,"DE EDIFICACIONES, OFICINAS Y ESTRUCTURAS","9,415.00","9,415.00","9,415.00"
20230525,"RN SISTEMA DE ISLAS, ISLOTES Y PUNTAS GUANERAS",VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,132,EST?NDAR,GO,LUBRICANTES,2.3.1.3.1.3,"LUBRICANTES, GRASAS Y AFINES","12,400.00","3,400.00","2,100.00"
20230525,SN AMPAY,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,99,PLANILLA,CAS,CAS,2.3.2.8.1.4,AGUINALDOS DE C.A.S.,"2,400.00","2,400.00",0.00
20230525,SN CORDILLERA DE COLAN,OPERACION Y MANTENIMIENTO DE INFRAESTRUCTURA,RO,SERNANP,262,PROH. MANT,GO,PROH. MANT INFR.,2.3.2.4.2.1,"DE EDIFICACIONES, OFICINAS Y ESTRUCTURAS","19,000.00","7,500.00","7,500.00"
20230525,SN PAMPA HERMOSA,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,119,EQUIPAMIENTO,EQUIPAMIENTO,EQUIPAMIENTO,2.6.3.2.3.3,EQUIPOS DE TELECOMUNICACIONES,"1,559.00","1,559.00","1,520.00"
20230525,OFICINA DE ASESORIA JURIDICA,ASESORAMIENTO TECNICO Y JURIDICO,RO,SERNANP,216,EST?NDAR,GO,PASAJES,2.3.2.1.2.1,PASAJES Y GASTOS DE TRANSPORTE,"2,500.00","2,500.00",510.00
20230525,OPP,PLANEAMIENTO Y PRESUPUESTO,RO,SERNANP,210,EQUIPAMIENTO,EQUIPAMIENTO,EQUIPAMIENTO,2.6.3.2.3.1,EQUIPOS COMPUTACIONALES Y PERIFERICOS,200.00,190.00,190.00
20230525,PN ALTO PURUS,GESTION DEL PROGRAMA,RO,SERNANP,84,PROHIBIDA SERV BAS,GO,PROH. SERV. BASICO,2.3.2.2.2.3,SERVICIO DE INTERNET,"6,665.00","4,068.00","3,083.00"
20230525,PN MANU,DESARROLLO DE ESPACIOS PARTICIPATIVOS PARA LA CONSERVACION DE LOS RECURSOS NATURALES,DyT,PdP,321,EST?NDAR,GO,SERV. DIVERSOS,2.3.2.7.11.5,SERVICIOS DE ALIMENTACION DE CONSUMO HUMANO,"4,600.00","4,600.00","2,800.00"
20230525,PN OTISHI,INSTRUMENTOS DE PLANIFICACION Y DESARROLLO EN AREAS NATURALES PROTEGIDAS ELABORADOS,DyT,PdP,322,EST?NDAR,GO,SERV. DIVERSOS,2.3.2.7.11.6,"SERVICIO DE IMPRESIONES, ENCUADERNACION Y EMPASTADO",750.00,750.00,750.00
20230525,PN YANACHAGA CHEMILLEN,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,DyT,PdP,150,EST?NDAR,GO,GO,2.3.1.5.3.2,"DE COCINA, COMEDOR Y CAFETERIA","1,200.00","1,200.00","1,069.00"
20230525,RC AMARAKAERI,SEGUIMIENTO Y EVALUACION DEL PROGRAMA,DyT,PdP,342,EST?NDAR,GO,ADQ. TONERS/REPTOS Y ACCES. EQU OFIC.,2.3.1.5.1.1,REPUESTOS Y ACCESORIOS,"4,200.00",0.00,0.00
20230525,RC EL SIRA,INSTRUMENTOS DE PLANIFICACION Y DESARROLLO EN AREAS NATURALES PROTEGIDAS ELABORADOS,DyT,PdP,350,EST?NDAR,GO,PASAJES,2.3.2.1.2.1,PASAJES Y GASTOS DE TRANSPORTE,"2,500.00","2,500.00","2,150.00"
20230525,RC EL SIRA,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,DyT,KFW,115,EQUIPAMIENTO,EQUIPAMIENTO,EQUIPAMIENTO,2.6.3.2.3.3,EQUIPOS DE TELECOMUNICACIONES,"48,159.00","9,142.55",0.00
20230525,RC HUIMEKI,OTORGAMIENTO Y RENOVACION DE DERECHOS PARA EL APROVECHAMIENTO DE RECURSOS RENOVABLES EN AREAS NATURALES PROTEGIDAS,DyT,KFW,404,EST?NDAR,GO,MEDICAMENTOS,2.3.1.8.1.2,MEDICAMENTOS,600.00,400.00,400.00
20230525,RC MACHIGUENGA,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,DyT,PdP,356,EST?NDAR,GO,GO,2.3.1.99.1.99,OTROS BIENES,"2,200.00",200.00,198.00
20230525,RN MATSES,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,DyT,KFW,143,EQUIPAMIENTO,EQUIPAMIENTO,EQUIPAMIENTO,2.6.3.1.1.1,PARA TRANSPORTE TERRESTRE,"212,100.00","209,706.20",0.00
20230525,RN MATSES,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,DyT,KFW,143,EQUIPAMIENTO,EQUIPAMIENTO,EQUIPAMIENTO,2.6.3.2.9.6,EQUIPOS PARA VEHICULOS,"99,000.00",0.00,0.00
20230525,RN PACAYA SAMIRIA,OTORGAMIENTO Y RENOVACION DE DERECHOS PARA EL APROVECHAMIENTO DE RECURSOS RENOVABLES EN AREAS NATURALES PROTEGIDAS,DyT,KFW,171,EST?NDAR,GO,SERV. LOC M.AMB P.JURID.,2.3.2.7.7.1,SERVICIOS RELACIONADOS CON EL MEDIO AMBIENTE,"5,000.00","5,000.00",0.00
20230525,RN PACAYA SAMIRIA,OTORGAMIENTO Y RENOVACION DE DERECHOS PARA EL APROVECHAMIENTO DEL RECURSO PAISAJE EN AREAS NATURALES PROTEGIDAS,DyT,KFW,178,EST?NDAR,GO,TALLERES,2.3.2.7.10.1,"SEMINARIOS ,TALLERES Y SIMILARES ORGANIZADOS POR LA  INSTITUCION","32,000.00",0.00,0.00
